distance_m,lat,lon,altitude_m,grade_pct
3150,36.719383,-4.411553,41.3,-1.71
3155,36.719379,-4.411439,41.2,-1.80
3160,36.719362,-4.411389,41.1,-1.90
3165,36.719332,-4.411346,41.0,-1.96
3170,36.719298,-4.411310,40.9,-1.91
3175,36.719269,-4.411267,40.8,-1.90
3180,36.719234,-4.411233,40.7,-1.85
3185,36.719201,-4.411194,40.6,-1.77
3190,36.719172,-4.411151,40.5,-1.71
3195,36.719140,-4.411113,40.4,-1.63
3200,36.719107,-4.411076,40.4,-1.56
3205,36.719079,-4.411031,40.3,-1.51
3210,36.719050,-4.410988,40.2,-1.48
3215,36.719020,-4.410948,40.1,-1.41
3220,36.718991,-4.410906,40.1,-1.31
3225,36.718961,-4.410864,40.0,-1.22
3230,36.718931,-4.410823,39.9,-1.10
3235,36.718900,-4.410782,39.9,-0.98
3240,36.718868,-4.410743,39.8,-0.88
3245,36.718836,-4.410703,39.8,-0.78
3250,36.718809,-4.410659,39.8,-0.66
3255,36.718781,-4.410615,39.7,-0.57
3260,36.718748,-4.410577,39.7,-0.50
3265,36.718713,-4.410541,39.7,-0.44
3270,36.718679,-4.410505,39.7,-0.39
3275,36.718646,-4.410467,39.7,-0.35
3280,36.718612,-4.410429,39.6,-0.31
3285,36.718579,-4.410391,39.6,-0.25
3290,36.718545,-4.410354,39.6,-0.18
3295,36.718512,-4.410317,39.6,-0.12
3300,36.718478,-4.410279,39.6,-0.06
3305,36.718444,-4.410241,39.6,-0.02
3310,36.718413,-4.410201,39.6,0.00
3315,36.718383,-4.410159,39.6,0.00
3320,36.718355,-4.410117,39.6,-0.00
3325,36.718329,-4.410071,39.6,-0.04
3330,36.718305,-4.410024,39.6,-0.10
3335,36.718284,-4.409973,39.6,-0.16
3340,36.718265,-4.409922,39.6,-0.22
3345,36.718253,-4.409869,39.6,-0.26
3350,36.718242,-4.409815,39.6,-0.27
3355,36.718234,-4.409760,39.5,-0.23
3360,36.718228,-4.409705,39.5,-0.17
3365,36.718225,-4.409649,39.5,-0.11
3370,36.718225,-4.409593,39.5,-0.05
3375,36.718233,-4.409538,39.5,-0.01
3380,36.718241,-4.409482,39.5,0.04
3385,36.718250,-4.409428,39.5,0.10
3390,36.718260,-4.409374,39.5,0.16
3395,36.718271,-4.409319,39.5,0.22
3400,36.718284,-4.409265,39.5,0.26
3405,36.718297,-4.409211,39.6,0.27
3410,36.718309,-4.409158,39.6,0.23
3415,36.718321,-4.409104,39.6,0.17
3420,36.718341,-4.409054,39.6,0.11
3425,36.718361,-4.409004,39.6,0.05
3430,36.718384,-4.408955,39.6,0.01
3435,36.718408,-4.408908,39.6,0.00
3440,36.718434,-4.408862,39.6,0.00
3445,36.718461,-4.408817,39.6,0.00
3450,36.718489,-4.408773,39.6,0.00
3455,36.718516,-4.408730,39.6,0.02
3460,36.718544,-4.408686,39.6,0.08
3465,36.718572,-4.408642,39.6,0.14
3470,36.718600,-4.408598,39.6,0.20
3475,36.718627,-4.408554,39.6,0.24
3480,36.718655,-4.408510,39.6,0.25
3485,36.718683,-4.408465,39.7,0.22
3490,36.718711,-4.408421,39.7,0.17
3495,36.718738,-4.408376,39.7,0.11
3500,36.718765,-4.408330,39.7,0.05
3505,36.718791,-4.408285,39.7,0.01
3510,36.718818,-4.408241,39.7,-0.02
3515,36.718845,-4.408196,39.7,-0.08
3520,36.718871,-4.408151,39.7,-0.14
3525,36.718898,-4.408106,39.7,-0.20
3530,36.718925,-4.408061,39.7,-0.24
3535,36.718953,-4.408017,39.6,-0.25
3540,36.718981,-4.407973,39.6,-0.22
3545,36.719009,-4.407929,39.6,-0.17
3550,36.719037,-4.407885,39.6,-0.11
3555,36.719068,-4.407845,39.6,-0.09
3560,36.719100,-4.407805,39.6,-0.11
3565,36.719129,-4.407763,39.6,-0.16
3570,36.719158,-4.407721,39.6,-0.22
3575,36.719188,-4.407678,39.6,-0.28
3580,36.719217,-4.407635,39.6,-0.34
3585,36.719242,-4.407588,39.5,-0.36
3590,36.719267,-4.407541,39.5,-0.37
3595,36.719290,-4.407493,39.5,-0.41
3600,36.719313,-4.407445,39.5,-0.47
3605,36.719334,-4.407396,39.5,-0.52
3610,36.719356,-4.407348,39.4,-0.55
3615,36.719379,-4.407300,39.4,-0.55
3620,36.719403,-4.407252,39.4,-0.54
3625,36.719427,-4.407204,39.3,-0.51
3630,36.719451,-4.407156,39.3,-0.45
3635,36.719472,-4.407108,39.3,-0.39
3640,36.719493,-4.407059,39.3,-0.36
3645,36.719516,-4.407011,39.3,-0.36
3650,36.719538,-4.406961,39.2,-0.32
3655,36.719560,-4.406912,39.2,-0.26
3660,36.719581,-4.406862,39.2,-0.20
3665,36.719600,-4.406812,39.2,-0.14
3670,36.719620,-4.406762,39.2,-0.08
3675,36.719641,-4.406712,39.2,-0.02
3680,36.719662,-4.406662,39.2,0.00
3685,36.719682,-4.406613,39.2,0.00
3690,36.719703,-4.406563,39.2,0.00
3695,36.719725,-4.406513,39.2,0.00
3700,36.719746,-4.406464,39.2,-0.03
3705,36.719766,-4.406415,39.2,-0.09
3710,36.719787,-4.406365,39.2,-0.15
3715,36.719809,-4.406316,39.2,-0.21
3720,36.719830,-4.406267,39.2,-0.27
3725,36.719851,-4.406217,39.2,-0.33
3730,36.719871,-4.406167,39.1,-0.36
3735,36.719891,-4.406117,39.1,-0.35
3740,36.719913,-4.406068,39.1,-0.30
3745,36.719936,-4.406019,39.1,-0.24
3750,36.719958,-4.405970,39.1,-0.18
3755,36.719980,-4.405921,39.1,-0.06
3760,36.720000,-4.405872,39.1,0.13
3765,36.720021,-4.405823,39.1,0.30
3770,36.720043,-4.405773,39.1,0.49
3775,36.720064,-4.405723,39.1,0.73
3780,36.720083,-4.405673,39.2,0.91
3785,36.720102,-4.405622,39.2,1.03
3790,36.720120,-4.405570,39.3,1.08
3795,36.720138,-4.405519,39.3,1.09
3800,36.720154,-4.405467,39.4,1.03
3805,36.720174,-4.405416,39.4,0.89
3810,36.720191,-4.405366,39.5,0.73
3815,36.720211,-4.405305,39.5,0.54
3820,36.720227,-4.405253,39.5,0.38
3825,36.720240,-4.405199,39.6,0.18
3830,36.720256,-4.405146,39.6,-0.06
3835,36.720270,-4.405094,39.6,-0.22
3840,36.720287,-4.405041,39.5,-0.30
3845,36.720301,-4.404988,39.5,-0.36
3850,36.720313,-4.404935,39.5,-0.42
3855,36.720325,-4.404881,39.5,-0.42
3860,36.720338,-4.404827,39.4,-0.34
3865,36.720350,-4.404773,39.4,-0.28
3870,36.720362,-4.404719,39.4,-0.22
3875,36.720374,-4.404665,39.4,-0.16
3880,36.720386,-4.404611,39.4,-0.10
3885,36.720395,-4.404556,39.4,-0.01
3890,36.720404,-4.404501,39.4,0.09
3895,36.720411,-4.404446,39.4,0.15
3900,36.720420,-4.404391,39.4,0.21
3905,36.720429,-4.404336,39.4,0.27
3910,36.720436,-4.404281,39.4,0.33
3915,36.720444,-4.404226,39.5,0.36
3920,36.720453,-4.404171,39.5,0.36
3925,36.720460,-4.404116,39.5,0.36
3930,36.720467,-4.404060,39.5,0.36
3935,36.720469,-4.404005,39.5,0.36
3940,36.720470,-4.403949,39.6,0.34
3945,36.720470,-4.403893,39.6,0.28
3950,36.720472,-4.403837,39.6,0.21
3955,36.720474,-4.403781,39.6,0.15
3960,36.720477,-4.403725,39.6,0.09
3965,36.720478,-4.403669,39.6,0.03
3970,36.720478,-4.403613,39.6,0.00
3975,36.720480,-4.403557,39.6,0.00
3980,36.720482,-4.403501,39.6,0.00
3985,36.720487,-4.403446,39.6,0.00
3990,36.720490,-4.403390,39.6,0.00
3995,36.720492,-4.403334,39.6,0.00
4000,36.720496,-4.403278,39.6,0.00
4005,36.720500,-4.403222,39.6,0.00
4010,36.720505,-4.403167,39.6,0.00
4015,36.720510,-4.403111,39.6,0.00
4020,36.720518,-4.403056,39.6,0.00
4025,36.720528,-4.403001,39.6,0.00
4030,36.720539,-4.402947,39.6,0.00
4035,36.720550,-4.402893,39.6,0.00
4040,36.720561,-4.402839,39.6,-0.02
4045,36.720576,-4.402786,39.6,-0.08
4050,36.720591,-4.402733,39.6,-0.14
4055,36.720610,-4.402682,39.6,-0.20
4060,36.720628,-4.402630,39.6,-0.26
4065,36.720645,-4.402579,39.6,-0.32
4070,36.720663,-4.402527,39.5,-0.36
4075,36.720682,-4.402476,39.5,-0.36
4080,36.720700,-4.402425,39.5,-0.36
4085,36.720717,-4.402374,39.5,-0.36
4090,36.720737,-4.402323,39.5,-0.36
4095,36.720756,-4.402272,39.4,-0.34
4100,36.720776,-4.402222,39.4,-0.28
4105,36.720794,-4.402171,39.4,-0.22
4110,36.720812,-4.402120,39.4,-0.16
4115,36.720831,-4.402069,39.4,-0.10
4120,36.720851,-4.402019,39.4,-0.04
4125,36.720870,-4.401968,39.4,-0.00
4130,36.720889,-4.401917,39.4,0.00
4135,36.720907,-4.401865,39.4,0.00
4140,36.720924,-4.401813,39.4,0.00
4145,36.720941,-4.401762,39.4,0.00
4150,36.720959,-4.401711,39.4,0.00
4155,36.720977,-4.401660,39.4,0.00
4160,36.720995,-4.401609,39.4,0.00
4165,36.721013,-4.401558,39.4,0.00
4170,36.721031,-4.401507,39.4,0.00
4175,36.721049,-4.401455,39.4,0.00
4180,36.721066,-4.401403,39.4,0.00
4185,36.721084,-4.401351,39.4,0.00
4190,36.721102,-4.401299,39.4,0.00
4195,36.721117,-4.401247,39.4,0.00
4200,36.721133,-4.401195,39.4,0.00
4205,36.721148,-4.401143,39.4,0.00
4210,36.721165,-4.401091,39.4,0.00
4215,36.721182,-4.401038,39.4,0.00
4220,36.721199,-4.400987,39.4,0.00
4225,36.721217,-4.400936,39.4,0.00
4230,36.721234,-4.400884,39.4,0.00
4235,36.721252,-4.400833,39.4,0.00
4240,36.721269,-4.400781,39.4,0.00
4245,36.721285,-4.400729,39.4,0.00
4250,36.721301,-4.400676,39.4,0.00
4255,36.721318,-4.400624,39.4,0.00
4260,36.721336,-4.400572,39.4,0.00
4265,36.721353,-4.400520,39.4,0.00
4270,36.721370,-4.400468,39.4,0.00
4275,36.721385,-4.400416,39.4,0.00
4280,36.721401,-4.400364,39.4,0.00
4285,36.721417,-4.400311,39.4,0.00
4290,36.721432,-4.400259,39.4,0.00
4295,36.721448,-4.400206,39.4,0.00
4300,36.721463,-4.400153,39.4,-0.02
4305,36.721478,-4.400101,39.4,-0.08
4310,36.721494,-4.400048,39.4,-0.14
4315,36.721508,-4.399995,39.4,-0.20
4320,36.721521,-4.399942,39.4,-0.26
4325,36.721537,-4.399889,39.4,-0.32
4330,36.721552,-4.399837,39.3,-0.36
4335,36.721567,-4.399784,39.3,-0.36
4340,36.721583,-4.399731,39.3,-0.36
4345,36.721598,-4.399678,39.3,-0.36
4350,36.721613,-4.399625,39.3,-0.36
4355,36.721628,-4.399573,39.2,-0.34
4360,36.721643,-4.399520,39.2,-0.28
4365,36.721659,-4.399468,39.2,-0.22
4370,36.721676,-4.399415,39.2,-0.16
4375,36.721692,-4.399363,39.2,-0.10
4380,36.721706,-4.399310,39.2,-0.04
4385,36.721720,-4.399257,39.2,-0.00
4390,36.721733,-4.399204,39.2,0.00
4395,36.721748,-4.399151,39.2,0.00
4400,36.721762,-4.399097,39.2,0.00
4405,36.721775,-4.399044,39.2,0.00
4410,36.721788,-4.398990,39.2,0.00
4415,36.721801,-4.398937,39.2,0.00
4420,36.721814,-4.398883,39.2,0.00
4425,36.721827,-4.398830,39.2,0.00
4430,36.721840,-4.398776,39.2,0.00
4435,36.721854,-4.398723,39.2,0.00
4440,36.721869,-4.398670,39.2,0.00
4445,36.721885,-4.398617,39.2,0.00
4450,36.721900,-4.398564,39.2,0.00
4455,36.721913,-4.398511,39.2,0.00
4460,36.721927,-4.398458,39.2,0.00
4465,36.721940,-4.398404,39.2,0.00
4470,36.721953,-4.398351,39.2,0.00
4475,36.721966,-4.398298,39.2,0.02
4480,36.721980,-4.398245,39.2,0.07
4485,36.721996,-4.398192,39.2,0.13
4490,36.722011,-4.398140,39.2,0.19
4495,36.722026,-4.398087,39.2,0.25
4500,36.722041,-4.398034,39.2,0.30
4505,36.722057,-4.397981,39.3,0.30
4510,36.722072,-4.397929,39.3,0.27
4515,36.722086,-4.397875,39.3,0.26
4520,36.722099,-4.397822,39.3,0.26
4525,36.722114,-4.397769,39.3,0.26
4530,36.722129,-4.397715,39.3,0.25
4535,36.722142,-4.397662,39.3,0.24
4540,36.722155,-4.397609,39.4,0.23
4545,36.722166,-4.397555,39.4,0.17
4550,36.722178,-4.397501,39.4,0.11
4555,36.722191,-4.397447,39.4,0.06
4560,36.722206,-4.397394,39.4,0.06
4565,36.722221,-4.397341,39.4,0.06
4570,36.722237,-4.397289,39.4,0.01
4575,36.722252,-4.397237,39.4,-0.01
4580,36.722267,-4.397184,39.4,-0.02
4585,36.722283,-4.397132,39.4,-0.09
4590,36.722298,-4.397079,39.4,-0.20
4595,36.722314,-4.397027,39.4,-0.27
4600,36.722331,-4.396974,39.3,-0.28
4605,36.722348,-4.396923,39.3,-0.32
4610,36.722365,-4.396871,39.3,-0.36
4615,36.722385,-4.396820,39.3,-0.36
4620,36.722403,-4.396768,39.3,-0.33
4625,36.722418,-4.396716,39.3,-0.28
4630,36.722436,-4.396665,39.2,-0.26
4635,36.722454,-4.396613,39.2,-0.24
4640,36.722472,-4.396562,39.2,-0.18
4645,36.722490,-4.396511,39.2,-0.12
4650,36.722509,-4.396460,39.2,-0.09
4655,36.722528,-4.396410,39.2,-0.08
4660,36.722547,-4.396359,39.2,-0.04
4665,36.722567,-4.396308,39.2,0.00
4670,36.722587,-4.396258,39.2,0.00
4675,36.722606,-4.396208,39.2,-0.01
4680,36.722626,-4.396158,39.2,-0.05
4685,36.722645,-4.396107,39.2,-0.11
4690,36.722664,-4.396056,39.2,-0.17
4695,36.722682,-4.396005,39.2,-0.23
4700,36.722701,-4.395954,39.2,-0.29
4705,36.722719,-4.395903,39.1,-0.35
4710,36.722736,-4.395852,39.1,-0.36
4715,36.722754,-4.395801,39.1,-0.36
4720,36.722773,-4.395749,39.1,-0.36
4725,36.722791,-4.395699,39.1,-0.36
4730,36.722810,-4.395648,39.1,-0.36
4735,36.722829,-4.395597,39.0,-0.31
4740,36.722849,-4.395546,39.0,-0.25
4745,36.722869,-4.395496,39.0,-0.18
4750,36.722888,-4.395445,39.0,-0.07
4755,36.722905,-4.395393,39.0,0.05
4760,36.722921,-4.395341,39.0,0.16
4765,36.722938,-4.395289,39.0,0.24
4770,36.722955,-4.395237,39.0,0.30
4775,36.722973,-4.395185,39.1,0.35
4780,36.722987,-4.395132,39.1,0.36
4785,36.722999,-4.395079,39.1,0.36
4790,36.723010,-4.395025,39.1,0.36
4795,36.723022,-4.394971,39.1,0.36
4800,36.723033,-4.394916,39.1,0.35
4805,36.723042,-4.394861,39.2,0.30
4810,36.723052,-4.394807,39.2,0.24
4815,36.723060,-4.394752,39.2,0.18
4820,36.723067,-4.394696,39.2,0.12
4825,36.723071,-4.394641,39.2,0.06
4830,36.723074,-4.394585,39.2,0.01
4835,36.723077,-4.394529,39.2,0.00
4840,36.723081,-4.394473,39.2,0.00
4845,36.723083,-4.394417,39.2,0.02
4850,36.723084,-4.394361,39.2,0.07
4855,36.723084,-4.394305,39.2,0.13
4860,36.723084,-4.394249,39.2,0.19
4865,36.723084,-4.394193,39.2,0.26
4870,36.723084,-4.394137,39.2,0.34
4875,36.723084,-4.394082,39.3,0.44
4880,36.723084,-4.394026,39.3,0.51
4885,36.723082,-4.393970,39.3,0.59
4890,36.723080,-4.393914,39.3,0.71
4895,36.723080,-4.393858,39.4,0.83
4900,36.723079,-4.393801,39.4,0.90
4905,36.723077,-4.393746,39.5,0.91
4910,36.723076,-4.393690,39.5,0.94
4915,36.723076,-4.393634,39.6,0.98
4920,36.723076,-4.393578,39.6,0.99
4925,36.723075,-4.393522,39.7,0.96
4930,36.723072,-4.393466,39.7,0.92
4935,36.723070,-4.393410,39.8,0.96
4940,36.723068,-4.393354,39.8,0.97
4945,36.723065,-4.393298,39.9,0.92
4950,36.723059,-4.393243,39.9,0.90
4955,36.723051,-4.393188,39.9,0.92
4960,36.723044,-4.393132,40.0,0.98
4965,36.723037,-4.393077,40.0,0.97
4970,36.723029,-4.393022,40.1,0.93
4975,36.723017,-4.392968,40.1,0.97
4980,36.723004,-4.392914,40.2,0.99
4985,36.722992,-4.392860,40.2,0.99
4990,36.722978,-4.392808,40.3,0.95
4995,36.722961,-4.392755,40.3,0.93
5000,36.722942,-4.392704,40.4,0.97
5005,36.722923,-4.392653,40.4,0.95
5010,36.722904,-4.392603,40.5,0.89
5015,36.722883,-4.392553,40.5,0.83
5020,36.722863,-4.392504,40.6,0.82
5025,36.722844,-4.392454,40.6,0.79
5030,36.722821,-4.392405,40.6,0.73
5035,36.722798,-4.392355,40.7,0.71
5040,36.722776,-4.392307,40.7,0.71
5045,36.722755,-4.392258,40.7,0.71
5050,36.722734,-4.392209,40.8,0.69
5055,36.722712,-4.392160,40.8,0.65
5060,36.722690,-4.392111,40.8,0.60
5065,36.722669,-4.392062,40.9,0.54
5070,36.722648,-4.392013,40.9,0.48
5075,36.722628,-4.391963,40.9,0.42
5080,36.722609,-4.391912,40.9,0.41
5085,36.722592,-4.391860,41.0,0.43
5090,36.722576,-4.391808,41.0,0.43
5095,36.722562,-4.391754,41.0,0.43
5100,36.722550,-4.391700,41.0,0.43
5105,36.722541,-4.391646,41.0,0.43
5110,36.722534,-4.391590,41.1,0.39
5115,36.722527,-4.391535,41.1,0.36
5120,36.722522,-4.391479,41.1,0.36
5125,36.722518,-4.391424,41.1,0.36
5130,36.722513,-4.391368,41.1,0.36
5135,36.722508,-4.391312,41.2,0.33
5140,36.722504,-4.391256,41.2,0.27
5145,36.722502,-4.391200,41.2,0.21
5150,36.722499,-4.391145,41.2,0.15
5155,36.722494,-4.391089,41.2,0.06
5160,36.722491,-4.391033,41.2,-0.06
5165,36.722489,-4.390978,41.2,-0.15
5170,36.722483,-4.390922,41.2,-0.21
5175,36.722477,-4.390866,41.2,-0.27
5180,36.722472,-4.390811,41.2,-0.33
5185,36.722467,-4.390755,41.1,-0.36
5190,36.722460,-4.390700,41.1,-0.36
5195,36.722453,-4.390644,41.1,-0.36
5200,36.722446,-4.390589,41.1,-0.36
5205,36.722442,-4.390533,41.1,-0.36
5210,36.722437,-4.390477,41.0,-0.34
5215,36.722433,-4.390422,41.0,-0.28
5220,36.722429,-4.390366,41.0,-0.22
5225,36.722424,-4.390310,41.0,-0.16
5230,36.722420,-4.390255,41.0,-0.09
5235,36.722415,-4.390199,41.0,-0.03
5240,36.722411,-4.390143,41.0,0.00
5245,36.722407,-4.390087,41.0,0.00
5250,36.722405,-4.390032,41.0,0.00
5255,36.722401,-4.389976,41.0,0.00
5260,36.722397,-4.389920,41.0,0.00
5265,36.722393,-4.389865,41.0,0.00
5270,36.722388,-4.389809,41.0,0.00
5275,36.722384,-4.389753,41.0,0.00
5280,36.722382,-4.389697,41.0,0.00
5285,36.722382,-4.389641,41.0,0.00
5290,36.722379,-4.389585,41.0,0.00
5295,36.722374,-4.389529,41.0,0.00
5300,36.722372,-4.389474,41.0,-0.01
5305,36.722369,-4.389418,41.0,-0.05
5310,36.722362,-4.389362,41.0,-0.11
5315,36.722357,-4.389307,41.0,-0.17
5320,36.722352,-4.389251,41.0,-0.23
5325,36.722347,-4.389196,41.0,-0.29
5330,36.722340,-4.389140,40.9,-0.30
5335,36.722335,-4.389084,40.9,-0.26
5340,36.722331,-4.389029,40.9,-0.20
5345,36.722327,-4.388973,40.9,-0.14
5350,36.722322,-4.388918,40.9,-0.08
5355,36.722318,-4.388862,40.9,-0.01
5360,36.722314,-4.388806,40.9,0.05
5365,36.722309,-4.388751,40.9,0.11
5370,36.722304,-4.388695,40.9,0.23
5375,36.722300,-4.388639,40.9,0.35
5380,36.722297,-4.388583,40.9,0.47
5385,36.722295,-4.388528,41.0,0.54
5390,36.722291,-4.388472,41.0,0.56
5395,36.722286,-4.388416,41.0,0.54
5400,36.722280,-4.388360,41.1,0.42
5405,36.722275,-4.388305,41.1,0.30
5410,36.722275,-4.388234,41.1,0.18
5415,36.722266,-4.388180,41.1,0.11
5420,36.722254,-4.388126,41.1,0.04
5425,36.722247,-4.388071,41.1,-0.06
5430,36.722236,-4.388016,41.1,-0.12
5435,36.722226,-4.387961,41.1,-0.18
5440,36.722216,-4.387907,41.1,-0.24
5445,36.722204,-4.387853,41.1,-0.30
5450,36.722192,-4.387799,41.0,-0.35
5455,36.722178,-4.387746,41.0,-0.29
5460,36.722162,-4.387694,41.0,-0.23
5465,36.722144,-4.387643,41.0,-0.17
5470,36.722121,-4.387594,41.0,-0.11
5475,36.722103,-4.387543,41.0,-0.04
5480,36.722084,-4.387492,41.0,0.00
5485,36.722062,-4.387443,41.0,0.00
5490,36.722040,-4.387394,41.0,0.00
5495,36.722018,-4.387345,41.0,0.00
5500,36.721996,-4.387297,41.0,0.00
5505,36.721974,-4.387249,41.0,0.00
5510,36.721950,-4.387200,41.0,0.00
5515,36.721927,-4.387151,41.0,0.00
5520,36.721906,-4.387104,41.0,0.00
5525,36.721881,-4.387055,41.0,0.00
5530,36.721859,-4.387006,41.0,0.00
5535,36.721838,-4.386957,41.0,0.00
5540,36.721815,-4.386909,41.0,0.00
5545,36.721792,-4.386861,41.0,0.00
5550,36.721769,-4.386813,41.0,0.00
5555,36.721746,-4.386765,41.0,0.00
5560,36.721724,-4.386717,41.0,0.00
5565,36.721701,-4.386668,41.0,0.00
5570,36.721679,-4.386620,41.0,0.00
5575,36.721657,-4.386571,41.0,0.00
5580,36.721634,-4.386522,41.0,0.00
5585,36.721612,-4.386474,41.0,0.00
5590,36.721589,-4.386425,41.0,0.00
5595,36.721565,-4.386377,41.0,0.00
5600,36.721545,-4.386328,41.0,0.00
5605,36.721525,-4.386278,41.0,0.00
5610,36.721505,-4.386227,41.0,0.00
5615,36.721489,-4.386174,41.0,-0.03
5620,36.721475,-4.386121,41.0,-0.09
5625,36.721463,-4.386068,41.0,-0.15
5630,36.721451,-4.386014,41.0,-0.21
5635,36.721439,-4.385960,41.0,-0.27
5640,36.721427,-4.385905,41.0,-0.33
5645,36.721417,-4.385851,40.9,-0.38
5650,36.721410,-4.385796,40.9,-0.44
5655,36.721407,-4.385740,40.9,-0.50
5660,36.721404,-4.385684,40.9,-0.56
5665,36.721399,-4.385628,40.8,-0.62
5670,36.721397,-4.385572,40.8,-0.65
5675,36.721398,-4.385516,40.8,-0.63
5680,36.721400,-4.385461,40.7,-0.58
5685,36.721403,-4.385405,40.7,-0.51
5690,36.721408,-4.385349,40.7,-0.45
5695,36.721413,-4.385293,40.7,-0.42
5700,36.721417,-4.385238,40.7,-0.44
5705,36.721419,-4.385182,40.6,-0.44
5710,36.721423,-4.385126,40.6,-0.44
5715,36.721428,-4.385070,40.6,-0.44
5720,36.721430,-4.385014,40.6,-0.44
5725,36.721433,-4.384959,40.5,-0.41
5730,36.721438,-4.384903,40.5,-0.37
5735,36.721441,-4.384847,40.5,-0.36
5740,36.721444,-4.384791,40.5,-0.37
5745,36.721449,-4.384735,40.5,-0.41
5750,36.721454,-4.384680,40.4,-0.44
5755,36.721458,-4.384624,40.4,-0.44
5760,36.721461,-4.384568,40.4,-0.44
5765,36.721464,-4.384513,40.4,-0.44
5770,36.721469,-4.384457,40.3,-0.44
5775,36.721472,-4.384401,40.3,-0.39
5780,36.721475,-4.384345,40.3,-0.36
5785,36.721482,-4.384290,40.3,-0.36
5790,36.721488,-4.384234,40.3,-0.36
5795,36.721492,-4.384178,40.3,-0.36
5800,36.721497,-4.384123,40.2,-0.31
5805,36.721503,-4.384067,40.2,-0.25
5810,36.721510,-4.384012,40.2,-0.19
5815,36.721517,-4.383957,40.2,-0.16
5820,36.721524,-4.383901,40.2,-0.16
5825,36.721529,-4.383846,40.2,-0.17
5830,36.721534,-4.383790,40.2,-0.21
5835,36.721538,-4.383734,40.2,-0.27
5840,36.721543,-4.383679,40.2,-0.33
5845,36.721547,-4.383623,40.1,-0.36
5850,36.721549,-4.383567,40.1,-0.36
5855,36.721554,-4.383512,40.1,-0.36
5860,36.721558,-4.383456,40.1,-0.37
5865,36.721560,-4.383400,40.1,-0.42
5870,36.721563,-4.383344,40.0,-0.45
5875,36.721565,-4.383288,40.0,-0.45
5880,36.721565,-4.383232,40.0,-0.45
5885,36.721565,-4.383176,40.0,-0.45
5890,36.721565,-4.383120,39.9,-0.44
5895,36.721565,-4.383064,39.9,-0.43
5900,36.721565,-4.383008,39.9,-0.46
5905,36.721565,-4.382952,39.9,-0.52
5910,36.721564,-4.382896,39.9,-0.58
5915,36.721561,-4.382840,39.8,-0.63
5920,36.721561,-4.382784,39.8,-0.65
5925,36.721560,-4.382729,39.8,-0.61
5930,36.721558,-4.382673,39.7,-0.55
5935,36.721558,-4.382617,39.7,-0.49
5940,36.721558,-4.382561,39.7,-0.43
5945,36.721558,-4.382505,39.7,-0.38
5950,36.721554,-4.382449,39.6,-0.33
5955,36.721550,-4.382393,39.6,-0.27
5960,36.721550,-4.382337,39.6,-0.21
5965,36.721548,-4.382281,39.6,-0.15
5970,36.721546,-4.382225,39.6,-0.09
5975,36.721543,-4.382169,39.6,-0.04
5980,36.721542,-4.382114,39.6,-0.06
5985,36.721542,-4.382058,39.6,-0.12
5990,36.721539,-4.382002,39.6,-0.18
5995,36.721537,-4.381946,39.6,-0.24
6000,36.721533,-4.381890,39.6,-0.30
6005,36.721528,-4.381834,39.5,-0.35
6010,36.721521,-4.381779,39.5,-0.36
6015,36.721515,-4.381723,39.5,-0.36
6020,36.721513,-4.381668,39.5,-0.37
6025,36.721507,-4.381612,39.5,-0.41
6030,36.721500,-4.381557,39.5,-0.46
6035,36.721498,-4.381501,39.4,-0.47
6040,36.721497,-4.381445,39.4,-0.47
6045,36.721496,-4.381389,39.4,-0.47
6050,36.721494,-4.381333,39.3,-0.47
6055,36.721491,-4.381277,39.3,-0.43
6060,36.721489,-4.381221,39.3,-0.40
6065,36.721486,-4.381165,39.3,-0.45
6070,36.721485,-4.381109,39.3,-0.51
6075,36.721486,-4.381053,39.2,-0.57
6080,36.721488,-4.380997,39.2,-0.59
6085,36.721489,-4.380941,39.2,-0.59
6090,36.721488,-4.380885,39.1,-0.56
6095,36.721486,-4.380829,39.1,-0.53
6100,36.721483,-4.380774,39.1,-0.53
6105,36.721481,-4.380718,39.1,-0.53
6110,36.721481,-4.380662,39.1,-0.58
6115,36.721480,-4.380606,39.0,-0.61
6120,36.721475,-4.380550,39.0,-0.61
6125,36.721472,-4.380494,38.9,-0.58
6130,36.721470,-4.380439,38.9,-0.52
6135,36.721466,-4.380383,38.9,-0.46
6140,36.721462,-4.380327,38.9,-0.40
6145,36.721459,-4.380271,38.9,-0.36
6150,36.721458,-4.380215,38.8,-0.35
6155,36.721458,-4.380159,38.8,-0.34
6160,36.721462,-4.380103,38.8,-0.34
6165,36.721466,-4.380047,38.8,-0.34
6170,36.721469,-4.379991,38.8,-0.34
6175,36.721471,-4.379936,38.8,-0.34
6180,36.721474,-4.379880,38.7,-0.37
6185,36.721478,-4.379824,38.7,-0.42
6190,36.721482,-4.379769,38.7,-0.48
6195,36.721485,-4.379713,38.7,-0.54
